Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,number_established_years
non-consumable,20.2,low_fat,0.112549008,household,123.1046,out045,ultra_high,tier_2,supermarket_type1,1120.5414,19
food,5.86,regular,0.151087845,meat,155.1314,out049,medium,tier_1,supermarket_type1,1551.314,22
food,6.15,low_fat,0.046342889,baking_goods,97.3384,out049,medium,tier_1,supermarket_type1,886.8456,22
non-consumable,12.857645184135976,low_fat,0.128478462,health_and_hygiene,117.944,out019,small,tier_1,grocery_store,239.688,36
food,13.0,regular,0.070243155,snack_foods,65.7484,out013,high,tier_3,supermarket_type1,391.4904,34
non-consumable,17.35,low_fat,0.0,others,79.2618,out018,medium,tier_3,supermarket_type2,966.7416,12
food,16.2,low_fat,0.063127333,canned,100.47,out049,medium,tier_1,supermarket_type1,1597.92,22
food,17.75,low_fat,0.076389281,baking_goods,111.1544,out017,ultra_high,tier_2,supermarket_type1,1118.544,14
drinks,8.67,low_fat,0.065436581,soft_drinks,142.9128,out046,small,tier_1,supermarket_type1,2013.3792,24
food,15.25,regular,0.0,snack_foods,178.166,out045,ultra_high,tier_2,supermarket_type1,4853.682,19
food,19.75,regular,0.030166924,frozen_foods,179.766,out010,ultra_high,tier_3,grocery_store,719.064,23
food,12.6,regular,0.073920438,dairy,255.6356,out046,small,tier_1,supermarket_type1,2797.6916,24
drinks,10.195,low_fat,0.112399145,hard_drinks,111.686,out049,medium,tier_1,supermarket_type1,2263.72,22
food,16.75,regular,0.00819018,canned,103.7674,out035,small,tier_2,supermarket_type1,2852.2872,17
food,10.695,low_fat,0.053296868,frozen_foods,59.6904,out046,small,tier_1,supermarket_type1,937.4464,24
food,13.5,regular,0.017932223,snack_foods,78.796,out018,medium,tier_3,supermarket_type2,239.688,12
food,12.857645184135976,regular,0.289522833,fruits_and_vegetables,172.0764,out019,small,tier_1,grocery_store,171.7764,36
food,7.405,low_fat,0.015302764,canned,89.9146,out045,ultra_high,tier_2,supermarket_type1,2189.1504,19
food,11.65,low_fat,0.220111117,baking_goods,153.0024,out010,ultra_high,tier_3,grocery_store,455.4072,23
food,19.35,regular,0.0,meat,169.0816,out013,high,tier_3,supermarket_type1,3523.4136,34
non-consumable,8.92,low_fat,0.130663423,household,175.237,out017,ultra_high,tier_2,supermarket_type1,2117.244,14
food,12.857645184135976,low_fat,0.247321039,snack_foods,152.3998,out019,small,tier_1,grocery_store,153.7998,36
non-consumable,18.6,low_fat,0.080956792,health_and_hygiene,95.2436,out017,ultra_high,tier_2,supermarket_type1,1796.3284,14
food,15.1,low_fat,0.052295514,meat,242.9512,out013,high,tier_3,supermarket_type1,4847.024,34
food,5.46,regular,0.107036943,fruits_and_vegetables,144.2786,out035,small,tier_2,supermarket_type1,288.9572,17
food,16.0,regular,0.106752081,baking_goods,181.4634,out046,small,tier_1,supermarket_type1,1090.5804,24
food,12.857645184135976,lf,0.038377013,fruits_and_vegetables,211.5586,out027,medium,tier_3,supermarket_type3,4432.2306,36
food,12.857645184135976,regular,0.096730427,snack_foods,159.0262,out027,medium,tier_3,supermarket_type3,5887.6694,36
non-consumable,11.8,low_fat,0.038235337,health_and_hygiene,177.5686,out010,ultra_high,tier_3,grocery_store,711.0744,23
food,12.15,low_fat,0.018407033,frozen_foods,254.7698,out035,small,tier_2,supermarket_type1,5834.4054,17
food,9.8,low_fat,0.04714777,baking_goods,102.4016,out013,high,tier_3,supermarket_type1,1720.4272,34
food,6.035,low_fat,0.236433601,snack_foods,155.5998,out010,ultra_high,tier_3,grocery_store,153.7998,23
drinks,19.6,low_fat,0.024363939,dairy,46.3718,out017,ultra_high,tier_2,supermarket_type1,661.8052,14
non-consumable,13.0,low_fat,0.099479703,household,44.906,out049,medium,tier_1,supermarket_type1,652.484,22
food,12.857645184135976,regular,0.032892112,breakfast,49.3008,out027,medium,tier_3,supermarket_type3,1518.024,36
food,12.857645184135976,low_fat,0.244338986,dairy,105.9306,out019,small,tier_1,grocery_store,209.0612,36
food,12.857645184135976,regular,0.134441765,starchy_foods,183.9924,out027,medium,tier_3,supermarket_type3,6478.234,36
food,18.7,low_fat,0.089272253,snack_foods,254.7672,out046,small,tier_1,supermarket_type1,5113.344,24
non-consumable,9.695,low_fat,0.113917889,health_and_hygiene,158.2604,out035,small,tier_2,supermarket_type1,2693.8268,17
food,17.6,regular,0.053288857,starchy_foods,47.306,out045,ultra_high,tier_2,supermarket_type1,605.878,19
food,10.5,regular,0.066555152,starchy_foods,80.896,out017,ultra_high,tier_2,supermarket_type1,958.752,14
food,18.2,regular,0.026117345,baking_goods,239.2196,out045,ultra_high,tier_2,supermarket_type1,3133.2548,19
non-consumable,9.6,low_fat,0.02981155,household,45.2086,out017,ultra_high,tier_2,supermarket_type1,669.129,14
food,15.0,low_fat,0.118791698,snack_foods,229.9694,out013,high,tier_3,supermarket_type1,4339.0186,34
food,8.3,regular,0.030274175,baking_goods,98.5384,out018,medium,tier_3,supermarket_type2,1872.2296,12
food,17.1,low_fat,0.032812669,frozen_foods,147.1392,out017,ultra_high,tier_2,supermarket_type1,2237.088,14
non-consumable,12.857645184135976,low_fat,0.032610007,household,37.4822,out027,medium,tier_3,supermarket_type3,942.7728,36
drinks,16.2,low_fat,0.019378432,soft_drinks,156.4972,out046,small,tier_1,supermarket_type1,1090.5804,24
non-consumable,14.65,low_fat,0.0,others,56.4614,out010,ultra_high,tier_3,grocery_store,55.2614,23
drinks,12.857645184135976,low_fat,0.072864869,soft_drinks,165.2526,out019,small,tier_1,grocery_store,822.263,36
food,6.465,low_fat,0.0,canned,263.1884,out018,medium,tier_3,supermarket_type2,2914.8724,12
food,16.35,low_fat,0.020631654,fruits_and_vegetables,50.1324,out018,medium,tier_3,supermarket_type2,467.3916,12
food,10.3,regular,0.024935297,baking_goods,172.0422,out049,medium,tier_1,supermarket_type1,3966.1706,22
food,10.8,low_fat,0.049677651,fruits_and_vegetables,245.9144,out013,high,tier_3,supermarket_type1,4655.2736,34
food,12.857645184135976,regular,0.07252476,snack_foods,120.3098,out027,medium,tier_3,supermarket_type3,1687.1372,36
food,12.857645184135976,low_fat,0.101281,dairy,55.0956,out027,medium,tier_3,supermarket_type3,2020.0372,36
food,12.857645184135976,low_fat,0.026055106,fruits_and_vegetables,169.5474,out027,medium,tier_3,supermarket_type3,4211.185,36
food,16.1,regular,0.159595473,frozen_foods,32.8558,out013,high,tier_3,supermarket_type1,339.558,34
food,14.3,low_fat,0.026321701,frozen_foods,77.6302,out046,small,tier_1,supermarket_type1,950.7624,24
food,17.85,low_fat,0.087824967,breads,196.0794,out018,medium,tier_3,supermarket_type2,1755.7146,12
food,17.6,regular,0.026827052,breads,47.8402,out010,ultra_high,tier_3,grocery_store,91.8804,23
food,12.857645184135976,low_fat,0.049080853,fruits_and_vegetables,147.7734,out027,medium,tier_3,supermarket_type3,4602.6754,36
food,12.85,lf,0.0,starchy_foods,254.704,out035,small,tier_2,supermarket_type1,2530.04,17
non-consumable,5.32,low_fat,0.092865746,health_and_hygiene,100.6674,out035,small,tier_2,supermarket_type1,2648.5524,17
food,15.6,regular,0.0,snack_foods,170.6132,out013,high,tier_3,supermarket_type1,6595.4148,34
non-consumable,12.857645184135976,low_fat,0.024536199,household,144.6102,out027,medium,tier_3,supermarket_type3,3791.0652,36
food,20.7,regular,0.121767168,frozen_foods,118.9466,out045,ultra_high,tier_2,supermarket_type1,353.5398,19
non-consumable,12.857645184135976,low_fat,0.082955719,household,164.0552,out027,medium,tier_3,supermarket_type3,5523.4768,36
food,16.7,regular,0.06121901,baking_goods,100.0384,out017,ultra_high,tier_2,supermarket_type1,1970.768,14
food,6.8,low_fat,0.037555348,baking_goods,49.6034,out049,medium,tier_1,supermarket_type1,972.068,22
food,9.0,low_fat,0.082177842,frozen_foods,214.1534,out045,ultra_high,tier_2,supermarket_type1,1720.4272,19
food,6.385,regular,0.123961415,snack_foods,33.2874,out045,ultra_high,tier_2,supermarket_type1,141.1496,19
non-consumable,7.285,low_fat,0.031125709,household,174.3054,out013,high,tier_3,supermarket_type1,4377.635,34
food,12.35,lf,0.02678995,canned,58.9246,out018,medium,tier_3,supermarket_type2,926.7936,12
food,15.2,regular,0.173703549,fruits_and_vegetables,175.8054,out010,ultra_high,tier_3,grocery_store,1050.6324,23
food,8.18,Regular,0.082529704,frozen_foods,56.9588,out049,medium,tier_1,supermarket_type1,744.3644,22
food,15.0,low_fat,0.058725134,snack_foods,43.6744,out017,ultra_high,tier_2,supermarket_type1,407.4696,14
food,12.857645184135976,low_fat,0.163350221,snack_foods,120.2124,out019,small,tier_1,grocery_store,474.0496,36
food,12.8,regular,0.079523619,dairy,181.7608,out017,ultra_high,tier_2,supermarket_type1,4961.5416,14
non-consumable,12.857645184135976,low_fat,0.096411426,household,192.982,out027,medium,tier_3,supermarket_type3,4633.968,36
non-consumable,11.395,lf,0.021602001,health_and_hygiene,149.1708,out035,small,tier_2,supermarket_type1,2708.4744,17
non-consumable,12.857645184135976,low_fat,0.116750407,household,195.2478,out019,small,tier_1,grocery_store,193.7478,36
drinks,12.857645184135976,low_fat,0.184035253,dairy,42.2138,out019,small,tier_1,grocery_store,40.6138,36
food,19.6,low_fat,0.039577173,snack_foods,166.1526,out046,small,tier_1,supermarket_type1,2960.1468,24
drinks,12.857645184135976,low_fat,0.037160705,hard_drinks,54.2298,out019,small,tier_1,grocery_store,161.7894,36
food,20.7,low_fat,0.04874969,fruits_and_vegetables,37.5506,out035,small,tier_2,supermarket_type1,113.8518,17
food,18.6,low_fat,0.152058281,breakfast,99.9358,out046,small,tier_1,supermarket_type1,201.0716,24
food,12.857645184135976,regular,0.235859408,snack_foods,46.1402,out019,small,tier_1,grocery_store,45.9402,36
non-consumable,6.825,low_fat,0.100171568,health_and_hygiene,262.7226,out010,ultra_high,tier_3,grocery_store,264.3226,23
food,12.857645184135976,Regular,0.0,snack_foods,112.2544,out027,medium,tier_3,supermarket_type3,3914.904,36
food,12.857645184135976,low_fat,0.073470234,canned,205.3638,out027,medium,tier_3,supermarket_type3,5383.6588,36
non-consumable,10.1,low_fat,0.054741627,health_and_hygiene,200.2084,out045,ultra_high,tier_2,supermarket_type1,3174.5344,19
non-consumable,20.6,low_fat,0.070933894,household,74.8696,out013,high,tier_3,supermarket_type1,223.7088,34
food,12.857645184135976,low_fat,0.007962273,dairy,174.0422,out027,medium,tier_3,supermarket_type3,5173.266,36
food,18.0,low_fat,0.124452048,frozen_foods,118.5124,out046,small,tier_1,supermarket_type1,1303.6364,24
food,13.65,low_fat,0.049496899,fruits_and_vegetables,151.505,out017,ultra_high,tier_2,supermarket_type1,2846.295,14
drinks,14.1,low_fat,0.088172355,dairy,232.2668,out045,ultra_high,tier_2,supermarket_type1,4146.6024,19
drinks,9.5,low_fat,0.085075063,hard_drinks,189.0872,out035,small,tier_2,supermarket_type1,3970.8312,17
food,12.857645184135976,low_fat,0.081651443,meat,152.5682,out019,small,tier_1,grocery_store,152.4682,36
food,13.65,regular,0.078946455,dairy,186.024,out045,ultra_high,tier_2,supermarket_type1,1118.544,19
food,11.5,regular,0.020686161,dairy,85.054,out017,ultra_high,tier_2,supermarket_type1,1731.08,14
non-consumable,20.25,low_fat,0.0591756,household,245.046,out018,medium,tier_3,supermarket_type2,4680.574,12
food,12.857645184135976,regular,0.0,snack_foods,262.891,out019,small,tier_1,grocery_store,788.973,36
food,15.0,low_fat,0.154228739,starchy_foods,107.3938,out049,medium,tier_1,supermarket_type1,750.3566,22
non-consumable,16.35,low_fat,0.02844314,household,98.141,out010,ultra_high,tier_3,grocery_store,386.164,23
non-consumable,6.965,low_fat,0.028710065,household,158.1604,out017,ultra_high,tier_2,supermarket_type1,2693.8268,14
food,7.21,regular,0.14460413,snack_foods,102.6332,out035,small,tier_2,supermarket_type1,2153.1972,17
food,16.5,regular,0.07964724,fruits_and_vegetables,101.4332,out013,high,tier_3,supermarket_type1,1948.1308,34
food,9.3,low_fat,0.088931701,canned,143.3786,out013,high,tier_3,supermarket_type1,3034.0506,34
drinks,13.0,regular,0.0,soft_drinks,173.6054,out013,high,tier_3,supermarket_type1,1751.054,34
food,10.395,low_fat,0.112553853,snack_foods,59.022,out018,medium,tier_3,supermarket_type2,1378.206,12
food,12.857645184135976,regular,0.160653682,canned,185.2266,out027,medium,tier_3,supermarket_type3,5901.6512,36
food,12.857645184135976,regular,0.1748389,fruits_and_vegetables,142.8786,out019,small,tier_1,grocery_store,433.4358,36
non-consumable,12.6,low_fat,0.064110725,health_and_hygiene,122.3414,out046,small,tier_1,supermarket_type1,243.6828,24
non-consumable,9.1,low_fat,0.0,household,114.4518,out046,small,tier_1,supermarket_type1,1593.9252,24
non-consumable,9.1,low_fat,0.080277707,household,47.2718,out035,small,tier_2,supermarket_type1,850.8924,17
non-consumable,20.7,low_fat,0.02695441,household,73.2354,out045,ultra_high,tier_2,supermarket_type1,1504.708,19
food,6.055,low_fat,0.025408702,fruits_and_vegetables,160.892,out046,small,tier_1,supermarket_type1,2396.88,24
non-consumable,20.2,low_fat,0.0,household,94.1462,out046,small,tier_1,supermarket_type1,832.9158,24
food,12.857645184135976,low_fat,0.030952737,fruits_and_vegetables,160.1578,out027,medium,tier_3,supermarket_type3,3048.6982,36
food,16.0,regular,0.065328932,dairy,78.4986,out018,medium,tier_3,supermarket_type2,1791.6678,12
food,7.445,low_fat,0.037708542,baking_goods,74.7354,out045,ultra_high,tier_2,supermarket_type1,1128.531,19
food,16.1,regular,0.024987903,fruits_and_vegetables,97.341,out049,medium,tier_1,supermarket_type1,1255.033,22
drinks,12.857645184135976,low_fat,0.075192072,hard_drinks,56.0614,out027,medium,tier_3,supermarket_type3,2597.2858,36
food,5.82,Regular,0.0,fruits_and_vegetables,256.633,out049,medium,tier_1,supermarket_type1,2050.664,22
non-consumable,17.35,low_fat,0.020559846,others,78.7618,out046,small,tier_1,supermarket_type1,1288.9888,24
food,12.857645184135976,regular,0.017937483,meat,103.499,out027,medium,tier_3,supermarket_type3,1547.985,36
non-consumable,18.85,low_fat,0.040599963,household,244.0144,out017,ultra_high,tier_2,supermarket_type1,5635.3312,14
food,17.7,regular,0.122372504,meat,101.5674,out018,medium,tier_3,supermarket_type2,1629.8784,12
food,12.1,low_fat,0.115107028,baking_goods,222.0114,out045,ultra_high,tier_2,supermarket_type1,3547.3824,19
food,15.1,regular,0.096020459,meat,133.7942,out013,high,tier_3,supermarket_type1,2384.8956,34
drinks,12.1,low_fat,0.016921927,hard_drinks,178.366,out017,ultra_high,tier_2,supermarket_type1,4314.384,14
non-consumable,6.675,lf,0.021666335,household,33.3874,out046,small,tier_1,supermarket_type1,1235.059,24
drinks,6.865,low_fat,0.014021626,soft_drinks,127.1652,out045,ultra_high,tier_2,supermarket_type1,1291.652,19
food,20.35,regular,0.0,dairy,256.7672,out018,medium,tier_3,supermarket_type2,5624.6784,12
non-consumable,12.857645184135976,low_fat,0.050790917,household,142.7786,out019,small,tier_1,grocery_store,144.4786,36
food,5.82,regular,0.077254736,fruits_and_vegetables,257.633,out013,high,tier_3,supermarket_type1,1537.998,34
food,19.2,regular,0.0,starchy_foods,223.8062,out045,ultra_high,tier_2,supermarket_type1,5642.655,19
food,5.82,regular,0.077304459,fruits_and_vegetables,257.633,out035,small,tier_2,supermarket_type1,4613.994,17
food,12.857645184135976,regular,0.134057426,snack_foods,45.3402,out027,medium,tier_3,supermarket_type3,918.804,36
food,16.7,regular,0.060863167,baking_goods,97.6384,out035,small,tier_2,supermarket_type1,2857.6136,17
non-consumable,18.7,low_fat,0.04604992,health_and_hygiene,151.9682,out013,high,tier_3,supermarket_type1,3354.3004,34
drinks,6.03,low_fat,0.0226848,dairy,178.1028,out013,high,tier_3,supermarket_type1,4604.6728,34
non-consumable,9.195,low_fat,0.048331717,household,105.1622,out017,ultra_high,tier_2,supermarket_type1,1693.7952,14
non-consumable,5.175,lf,0.030349723,health_and_hygiene,37.0874,out035,small,tier_2,supermarket_type1,423.4488,17
non-consumable,11.8,low_fat,0.008559557,health_and_hygiene,117.2492,out035,small,tier_2,supermarket_type1,2432.8332,17
food,12.857645184135976,low_fat,0.066459891,frozen_foods,184.2292,out027,medium,tier_3,supermarket_type3,4560.73,36
food,12.857645184135976,regular,0.033597374,meat,197.2426,out027,medium,tier_3,supermarket_type3,3163.8816,36
food,14.0,regular,0.227260689,frozen_foods,54.364,out010,ultra_high,tier_3,grocery_store,159.792,23
food,14.3,regular,0.034605882,baking_goods,95.9726,out017,ultra_high,tier_2,supermarket_type1,2153.1972,14
food,9.695,regular,0.047503318,frozen_foods,244.6144,out049,medium,tier_1,supermarket_type1,3185.1872,22
food,12.857645184135976,low_fat,0.064052392,snack_foods,256.1646,out027,medium,tier_3,supermarket_type3,7472.2734,36
food,11.65,low_fat,0.040577878,fruits_and_vegetables,188.224,out049,medium,tier_1,supermarket_type1,1304.968,22
food,18.7,low_fat,0.037622954,fruits_and_vegetables,110.7886,out046,small,tier_1,supermarket_type1,1334.2632,24
food,16.7,regular,0.119439636,fruits_and_vegetables,182.1976,out035,small,tier_2,supermarket_type1,724.3904,17
food,20.0,regular,0.104083376,canned,107.4622,out046,small,tier_1,supermarket_type1,3705.177,24
food,17.0,regular,0.01599013,snack_foods,228.8352,out049,medium,tier_1,supermarket_type1,4351.6688,22
non-consumable,11.0,low_fat,0.05489331,health_and_hygiene,101.9358,out013,high,tier_3,supermarket_type1,1105.8938,34
non-consumable,15.0,low_fat,0.044871033,health_and_hygiene,140.3838,out013,high,tier_3,supermarket_type1,2528.7084,34
food,15.1,low_fat,0.095158081,baking_goods,159.2604,out046,small,tier_1,supermarket_type1,2852.2872,24
food,12.857645184135976,lf,0.076483451,snack_foods,163.1236,out027,medium,tier_3,supermarket_type3,2416.854,36
food,8.6,regular,0.040432954,canned,191.653,out017,ultra_high,tier_2,supermarket_type1,3795.06,14
food,20.7,regular,0.100583009,fruits_and_vegetables,123.5388,out018,medium,tier_3,supermarket_type2,1981.4208,12
food,8.51,regular,0.078526225,snack_foods,173.5422,out049,medium,tier_1,supermarket_type1,5000.8238,22
food,8.6,regular,0.0,breads,131.531,out049,medium,tier_1,supermarket_type1,2466.789,22
drinks,6.865,low_fat,0.01405025,soft_drinks,128.9652,out018,medium,tier_3,supermarket_type2,1679.1476,12
food,12.857645184135976,low_fat,0.082150145,dairy,192.9504,out027,medium,tier_3,supermarket_type3,7478.2656,36
food,11.6,regular,0.144017405,dairy,238.3222,out046,small,tier_1,supermarket_type1,5736.5328,24
food,13.65,low_fat,0.065618434,frozen_foods,47.6402,out035,small,tier_2,supermarket_type1,459.402,17
food,5.175,lf,0.03736783,canned,86.9224,out013,high,tier_3,supermarket_type1,255.6672,34
food,10.0,low_fat,0.046116319,frozen_foods,141.818,out017,ultra_high,tier_2,supermarket_type1,838.908,14
food,11.6,regular,0.144241314,dairy,239.4222,out049,medium,tier_1,supermarket_type1,3346.3108,22
non-consumable,19.1,low_fat,0.067569539,household,43.0796,out018,medium,tier_3,supermarket_type2,619.194,12
non-consumable,14.0,low_fat,0.024468806,household,41.1454,out017,ultra_high,tier_2,supermarket_type1,503.3448,14
non-consumable,13.5,low_fat,0.05510153,health_and_hygiene,37.0874,out045,ultra_high,tier_2,supermarket_type1,952.7598,19
non-consumable,18.35,low_fat,0.014081156,household,223.5746,out018,medium,tier_3,supermarket_type2,3589.9936,12
food,13.5,regular,0.068148886,dairy,58.6562,out018,medium,tier_3,supermarket_type2,711.0744,12
food,9.5,regular,0.0,frozen_foods,231.3668,out013,high,tier_3,supermarket_type1,5759.17,34
food,7.0,low_fat,0.0,canned,105.628,out049,medium,tier_1,supermarket_type1,1384.864,22
non-consumable,8.895,low_fat,0.125222705,household,113.3544,out018,medium,tier_3,supermarket_type2,1006.6896,12
food,16.1,low_fat,0.057422821,fruits_and_vegetables,253.7356,out010,ultra_high,tier_3,grocery_store,508.6712,23
food,7.485,low_fat,0.069231189,snack_foods,112.1228,out049,medium,tier_1,supermarket_type1,1215.7508,22
food,8.355,low_fat,0.013926425,baking_goods,93.0462,out035,small,tier_2,supermarket_type1,1110.5544,17
food,13.35,low_fat,0.032230526,meat,61.4194,out049,medium,tier_1,supermarket_type1,743.0328,22
food,19.7,low_fat,0.053178425,fruits_and_vegetables,55.993,out013,high,tier_3,supermarket_type1,905.488,34
food,6.865,low_fat,0.056783389,snack_foods,214.5218,out013,high,tier_3,supermarket_type1,2778.3834,34
food,7.315,low_fat,0.015332872,snack_foods,154.034,out045,ultra_high,tier_2,supermarket_type1,612.536,19
food,15.5,regular,0.143670179,frozen_foods,48.4692,out010,ultra_high,tier_3,grocery_store,49.2692,23
food,7.42,low_fat,0.020387989,snack_foods,247.1092,out035,small,tier_2,supermarket_type1,4233.1564,17
food,8.185,low_fat,0.046747071,fruits_and_vegetables,49.9692,out017,ultra_high,tier_2,supermarket_type1,837.5764,14
food,7.72,low_fat,0.122015744,fruits_and_vegetables,121.744,out018,medium,tier_3,supermarket_type2,2277.036,12
food,17.5,low_fat,0.01558456,fruits_and_vegetables,185.1266,out049,medium,tier_1,supermarket_type1,4795.0916,22
food,15.6,low_fat,0.042179884,snack_foods,174.7054,out010,ultra_high,tier_3,grocery_store,175.1054,23
food,21.1,regular,0.161474419,fruits_and_vegetables,62.9168,out035,small,tier_2,supermarket_type1,1086.5856,17
food,7.3,low_fat,0.144167934,frozen_foods,146.3076,out010,ultra_high,tier_3,grocery_store,886.8456,23
food,13.35,low_fat,0.065082452,baking_goods,93.0804,out045,ultra_high,tier_2,supermarket_type1,2113.2492,19
food,16.2,low_fat,0.063385859,canned,98.17,out017,ultra_high,tier_2,supermarket_type1,2696.49,14
food,13.65,low_fat,0.049209192,fruits_and_vegetables,150.005,out035,small,tier_2,supermarket_type1,2247.075,17
food,17.0,low_fat,0.119871307,frozen_foods,248.3434,out018,medium,tier_3,supermarket_type2,6208.585,12
food,17.85,low_fat,0.087604647,breads,196.9794,out049,medium,tier_1,supermarket_type1,1560.6352,22
drinks,14.5,low_fat,0.061986574,dairy,153.0998,out046,small,tier_1,supermarket_type1,4921.5936,24
food,15.1,regular,0.105831117,fruits_and_vegetables,41.6796,out049,medium,tier_1,supermarket_type1,784.3124,22
food,8.895,regular,0.088305478,snack_foods,123.473,out035,small,tier_2,supermarket_type1,1478.076,17
food,10.8,low_fat,0.028988288,snack_foods,239.2222,out049,medium,tier_1,supermarket_type1,6692.6216,22
food,7.6,Regular,0.142699588,starchy_foods,171.7448,out045,ultra_high,tier_2,supermarket_type1,4431.5648,19
non-consumable,9.8,low_fat,0.090390357,others,192.1478,out013,high,tier_3,supermarket_type1,2324.9736,34
food,17.75,low_fat,0.055159054,fruits_and_vegetables,145.6444,out049,medium,tier_1,supermarket_type1,2467.4548,22
drinks,5.92,regular,0.019200003,soft_drinks,47.7692,out046,small,tier_1,supermarket_type1,492.692,24
drinks,14.15,lf,0.095360186,soft_drinks,172.3106,out035,small,tier_2,supermarket_type1,3251.1014,17
non-consumable,8.235,low_fat,0.014518575,health_and_hygiene,182.195,out018,medium,tier_3,supermarket_type2,2380.235,12
food,7.42,regular,0.025886443,snack_foods,189.1872,out017,ultra_high,tier_2,supermarket_type1,4727.18,14
food,20.85,low_fat,0.121438886,snack_foods,196.1452,out049,medium,tier_1,supermarket_type1,1565.9616,22
food,7.96,low_fat,0.0,canned,160.7894,out017,ultra_high,tier_2,supermarket_type1,3235.788,14
food,7.655,low_fat,0.032009653,canned,117.2492,out045,ultra_high,tier_2,supermarket_type1,2432.8332,19
non-consumable,14.15,low_fat,0.00879232,household,195.011,out035,small,tier_2,supermarket_type1,1964.11,17
food,8.895,low_fat,0.072545601,breakfast,176.237,out045,ultra_high,tier_2,supermarket_type1,1764.37,19
food,21.1,regular,0.020803054,breakfast,129.7994,out018,medium,tier_3,supermarket_type2,1284.994,12
food,12.6,low_fat,0.087436672,fruits_and_vegetables,109.9228,out035,small,tier_2,supermarket_type1,663.1368,17
food,18.2,regular,0.066567121,fruits_and_vegetables,250.2092,out018,medium,tier_3,supermarket_type2,2988.1104,12
non-consumable,12.35,low_fat,0.041737627,health_and_hygiene,33.1216,out046,small,tier_1,supermarket_type1,519.324,24
food,7.31,low_fat,0.026783871,snack_foods,108.157,out035,small,tier_2,supermarket_type1,1098.57,17
food,12.857645184135976,regular,0.043690499,frozen_foods,60.2194,out027,medium,tier_3,supermarket_type3,1733.7432,36
drinks,12.857645184135976,low_fat,0.048841794,soft_drinks,64.7168,out027,medium,tier_3,supermarket_type3,3068.0064,36
non-consumable,17.75,low_fat,0.030568919,others,177.866,out045,ultra_high,tier_2,supermarket_type1,2336.958,19
non-consumable,12.857645184135976,low_fat,0.047827139,household,105.3622,out027,medium,tier_3,supermarket_type3,3387.5904,36
food,9.195,regular,0.122202946,fruits_and_vegetables,100.1016,out013,high,tier_3,supermarket_type1,1619.2256,34
food,12.0,low_fat,0.033946163,canned,179.3976,out013,high,tier_3,supermarket_type1,3440.8544,34
food,12.857645184135976,low_fat,0.14095631,canned,167.7132,out027,medium,tier_3,supermarket_type3,3889.6036,36
food,7.6,regular,0.142410775,starchy_foods,171.9448,out046,small,tier_1,supermarket_type1,3749.7856,24
non-consumable,16.75,low_fat,0.032771033,health_and_hygiene,192.3162,out017,ultra_high,tier_2,supermarket_type1,2308.9944,14
food,11.5,low_fat,0.173516063,fruits_and_vegetables,128.1652,out046,small,tier_1,supermarket_type1,2454.1388,24
non-consumable,12.857645184135976,low_fat,0.194874778,others,110.2912,out019,small,tier_1,grocery_store,218.3824,36
food,20.25,regular,0.022507877,dairy,248.1092,out035,small,tier_2,supermarket_type1,4731.1748,17
food,12.857645184135976,regular,0.041779181,meat,43.4112,out027,medium,tier_3,supermarket_type3,1107.8912,36
food,17.7,regular,0.016582833,fruits_and_vegetables,50.5034,out013,high,tier_3,supermarket_type1,1458.102,34
food,12.857645184135976,regular,0.042270751,frozen_foods,162.521,out027,medium,tier_3,supermarket_type3,4567.388,36
food,16.7,low_fat,0.070133177,fruits_and_vegetables,109.8912,out013,high,tier_3,supermarket_type1,873.5296,34
food,7.075,low_fat,0.022548195,frozen_foods,95.7068,out013,high,tier_3,supermarket_type1,583.2408,34
food,6.465,lf,0.124506117,canned,264.7884,out046,small,tier_1,supermarket_type1,3709.8376,24
food,6.055,low_fat,0.031151714,fruits_and_vegetables,158.7578,out049,medium,tier_1,supermarket_type1,2085.9514,22
non-consumable,19.6,low_fat,0.041355366,household,88.7514,out049,medium,tier_1,supermarket_type1,2656.542,22
drinks,6.96,low_fat,0.077193561,soft_drinks,89.9146,out046,small,tier_1,supermarket_type1,1277.0044,24
food,17.1,low_fat,0.032761024,frozen_foods,148.8392,out018,medium,tier_3,supermarket_type2,2087.9488,12
non-consumable,7.565,low_fat,0.054630544,health_and_hygiene,57.393,out035,small,tier_2,supermarket_type1,735.709,17
food,18.25,low_fat,0.088807455,frozen_foods,197.3452,out035,small,tier_2,supermarket_type1,2740.4328,17
non-consumable,19.85,low_fat,0.064551885,health_and_hygiene,125.2704,out045,ultra_high,tier_2,supermarket_type1,2127.8968,19
food,10.0,low_fat,0.025867353,canned,264.6226,out049,medium,tier_1,supermarket_type1,4757.8068,22
food,8.785,low_fat,0.0,fruits_and_vegetables,123.0414,out010,ultra_high,tier_3,grocery_store,121.8414,23
non-consumable,14.8,low_fat,0.01946418,health_and_hygiene,196.3794,out013,high,tier_3,supermarket_type1,1950.794,34
food,12.3,low_fat,0.0,snack_foods,116.4834,out018,medium,tier_3,supermarket_type2,1842.9344,12
food,14.15,low_fat,0.035263498,canned,254.8014,out035,small,tier_2,supermarket_type1,2040.0112,17
